rollout_id,state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,weight,is_actionable,horizon,effective_horizon,parm_score,base_score,ratio_score,mip,branch_key
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,32,32,-0.5259170102153803,-0.5887608388252374,0.06284382860985716,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,1,1,-0.6577035784721375,-1.077398657798767,0.41969507932662964,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,2,2,-0.7418354451656342,-0.9694362282752991,0.22760078310966492,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,4,4,-0.47150312922894955,-0.5505220107734203,0.07901888154447079,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,8,8,-0.465262402780354,-0.5706707965582609,0.1054083937779069,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,16,16,-0.3384573620132869,-0.4046667121219798,0.06620935010869289,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.75,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,True,32,32,-0.5259170102153803,-0.5887608388252374,0.06284382860985716,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,1,1,-0.6577035784721375,-1.077398657798767,0.41969507932662964,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,2,2,-0.7418354451656342,-0.9694362282752991,0.22760078310966492,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,4,4,-0.47150312922894955,-0.5505220107734203,0.07901888154447079,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,8,8,-0.465262402780354,-0.5706707965582609,0.1054083937779069,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,16,16,-0.3384573620132869,-0.4046667121219798,0.06620935010869289,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,True,32,32,-0.5259170102153803,-0.5887608388252374,0.06284382860985716,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s03_w0.00,f60_a0_p00_s03,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,False,1,1,-0.6493329405784607,-0.9284034967422485,0.27907055616378784,0.7045189378389475,27591bc117e2d29b4cff7d8bda9238b195b0354e6cb492477301eba92d19196a
f60_a0_p00_s03_w0.00,f60_a0_p00_s03,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,False,2,2,-1.0752862989902496,-1.2824628353118896,0.20717653632164001,0.7045189378389475,27591bc117e2d29b4cff7d8bda9238b195b0354e6cb492477301eba92d19196a
f60_a0_p00_s03_w0.00,f60_a0_p00_s03,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,False,4,4,-0.6300758197903633,-0.7119740787893534,0.08189825899899006,0.7045189378389475,27591bc117e2d29b4cff7d8bda9238b195b0354e6cb492477301eba92d19196a
